Name,Class,Reg. No,Age
Charlie,II M.Sc(M),88304,29
Charlie,I M.Sc(M),81754,28
Bob,II M.Sc(M),85241,30
Alice,II M.Sc(M),16995,22
David,I M.Tech,68651,23
Charlie,I M.Tech,16076,22
Alice,B.Sc(Hons),51736,21
David,I M.Sc(M),87440,30
David,I M.Tech,26222,21
Eva,II M.Tech,63710,28
Eva,II M.Sc(M),41077,29
David,B.Sc(Hons),12247,20
Charlie,II M.Tech,11855,29
Alice,B.Sc(Hons),90879,23
Bob,I M.Tech,18189,26
Charlie,II M.Tech,88451,24
Bob,I M.Tech,78627,27
Charlie,II M.Sc(M),14345,23
Alice,B.Sc(Hons),87431,22
Alice,I M.Tech,47574,22
Eva,I M.Sc(M),23640,29
Bob,I M.Tech,96396,30
Eva,II M.Sc(M),17617,20
Charlie,B.Sc(Hons),28062,22
David,II M.Sc(M),25121,27
David,II M.Tech,84982,27
Bob,I M.Tech,30831,24
Charlie,B.Sc(Hons),80454,21
Alice,II M.Tech,61790,24
Charlie,II M.Tech,10607,30
Eva,I M.Tech,80960,27
David,B.Sc(Hons),25499,23
David,B.Sc(Hons),70962,30
Alice,I M.Tech,85981,24
Alice,II M.Tech,20369,26
Alice,B.Sc(Hons),88625,20
Bob,II M.Tech,13233,24
Bob,II M.Tech,11191,24
David,II M.Tech,75568,21
Bob,B.Sc(Hons),1679,25
Eva,II M.Tech,85862,27
David,II M.Sc(M),79209,28
Bob,II M.Tech,70787,25
David,II M.Tech,12823,28
Bob,I M.Sc(M),92636,20
Eva,II M.Sc(M),63845,27
Charlie,I M.Sc(M),79071,21
Bob,II M.Sc(M),86587,21
Alice,B.Sc(Hons),4910,25
Alice,I M.Sc(M),78893,27
Alice,II M.Tech,73774,25
Alice,II M.Sc(M),30191,26
Eva,B.Sc(Hons),44129,29
Alice,II M.Sc(M),57767,26
Bob,II M.Sc(M),96143,21
Eva,B.Sc(Hons),77478,23
David,I M.Sc(M),39491,23
Charlie,II M.Tech,8379,23
Eva,I M.Tech,64019,24
Eva,I M.Sc(M),55169,24
Charlie,B.Sc(Hons),79679,30
Charlie,II M.Tech,26643,28
Charlie,I M.Sc(M),66876,23
David,I M.Sc(M),27739,25
David,I M.Sc(M),9051,25
Bob,I M.Tech,33692,21
Bob,I M.Sc(M),33887,25
Bob,II M.Sc(M),57230,29
Eva,I M.Tech,31395,21
Charlie,I M.Sc(M),7675,27
Bob,II M.Sc(M),87074,30
David,I M.Sc(M),97861,24
Alice,II M.Sc(M),24017,23
Alice,I M.Tech,57685,25
Charlie,B.Sc(Hons),50910,29
Charlie,B.Sc(Hons),31610,29
Eva,B.Sc(Hons),98475,23
Bob,B.Sc(Hons),96792,20
Bob,I M.Sc(M),98948,27
Eva,II M.Tech,44192,28
Alice,B.Sc(Hons),50919,21
Charlie,I M.Sc(M),32425,26
Eva,II M.Sc(M),79106,27
Alice,I M.Sc(M),83918,24
Alice,II M.Sc(M),56712,23
Alice,II M.Sc(M),62361,23
Eva,II M.Tech,8840,29
Bob,I M.Sc(M),29792,29
David,B.Sc(Hons),5006,29
David,I M.Tech,45142,20
Eva,II M.Tech,97239,26
Bob,II M.Sc(M),9337,27
Alice,B.Sc(Hons),18027,24
Alice,I M.Tech,68809,28
Alice,I M.Sc(M),45891,28
Charlie,B.Sc(Hons),31511,22
Bob,I M.Tech,97307,23
Bob,B.Sc(Hons),20353,26
Bob,II M.Sc(M),70472,24
David,II M.Tech,39699,24
Bob,II M.Tech,57728,24
David,I M.Sc(M),73546,29
Bob,B.Sc(Hons),89799,21
Alice,B.Sc(Hons),91299,28
Eva,II M.Tech,12481,20
David,II M.Sc(M),30259,26
Eva,I M.Sc(M),10480,29
Eva,I M.Tech,5014,29
Alice,II M.Tech,4105,27
Eva,II M.Sc(M),85333,28
Eva,I M.Sc(M),42665,26
Bob,B.Sc(Hons),68291,27
Charlie,II M.Tech,51177,25
Bob,II M.Tech,67972,29
Eva,II M.Tech,87216,28
Alice,I M.Sc(M),95116,21
Bob,II M.Sc(M),87464,25
David,I M.Tech,19037,27
Eva,II M.Tech,22867,25
Eva,II M.Tech,86825,24
Charlie,I M.Tech,6489,24
Bob,I M.Sc(M),31097,28
Bob,I M.Sc(M),96291,21
Bob,II M.Tech,85635,28
David,II M.Tech,82499,29
Charlie,B.Sc(Hons),14671,20
Alice,B.Sc(Hons),89644,25
Eva,B.Sc(Hons),78902,26
Charlie,I M.Tech,12360,26
Eva,II M.Sc(M),96110,23
Charlie,I M.Sc(M),41070,25
Charlie,I M.Sc(M),77199,24
Eva,B.Sc(Hons),45276,21
Charlie,II M.Sc(M),40668,28
Charlie,I M.Sc(M),48289,28
Alice,I M.Tech,17759,22
Bob,II M.Sc(M),94184,26
Alice,II M.Sc(M),69951,29
Eva,I M.Tech,21458,30
Eva,I M.Sc(M),59700,21
Eva,I M.Sc(M),90677,29
Charlie,II M.Sc(M),64298,23
Bob,I M.Sc(M),86175,22
Bob,II M.Tech,79993,24
David,I M.Tech,87917,28
Charlie,B.Sc(Hons),89952,29
David,II M.Sc(M),51736,26
Alice,II M.Sc(M),13771,28
Bob,I M.Tech,61769,23
Eva,I M.Sc(M),2427,30
Bob,I M.Tech,88380,23
Alice,I M.Tech,61373,22
Bob,II M.Tech,13409,23
Bob,B.Sc(Hons),11322,30
David,I M.Tech,38786,30
Eva,II M.Tech,14155,29
Bob,I M.Sc(M),11119,26
David,I M.Tech,20526,26
Charlie,B.Sc(Hons),54707,27
Charlie,I M.Sc(M),47474,26
David,I M.Sc(M),1937,28
Bob,I M.Sc(M),27446,27
Eva,I M.Tech,11977,21
David,I M.Tech,2531,30
Alice,II M.Sc(M),33530,23
Alice,I M.Tech,59440,26
Charlie,II M.Sc(M),24883,29
David,I M.Tech,3188,20
Eva,II M.Tech,67796,22
Alice,I M.Tech,28526,27
Charlie,II M.Tech,69740,21
Bob,I M.Tech,79482,22
Charlie,B.Sc(Hons),82188,24
David,II M.Sc(M),13253,29
David,I M.Tech,97423,29
Eva,I M.Sc(M),72899,27
Eva,B.Sc(Hons),6307,28
David,I M.Sc(M),85777,28
Charlie,II M.Sc(M),393,30
Bob,I M.Tech,60354,29
Alice,II M.Sc(M),22691,25
Bob,II M.Sc(M),9297,26
Eva,I M.Tech,36566,30
Charlie,I M.Tech,72980,29
Alice,II M.Sc(M),90526,20
Charlie,B.Sc(Hons),65193,26
Alice,II M.Sc(M),86849,29
Eva,II M.Sc(M),16196,20
Eva,II M.Tech,39358,27
Eva,I M.Tech,42092,29
Eva,B.Sc(Hons),54294,21
Bob,II M.Sc(M),10348,25
Bob,II M.Sc(M),63954,23
Eva,I M.Tech,21771,24
Eva,I M.Sc(M),72949,23
Bob,II M.Tech,10850,28
Charlie,II M.Tech,92825,30
Charlie,II M.Tech,81194,24
Charlie,I M.Sc(M),30733,20
Charlie,I M.Sc(M),9855,20
David,B.Sc(Hons),73098,26
Alice,I M.Sc(M),36271,21
Alice,II M.Tech,78233,22
Eva,I M.Sc(M),2543,26
David,B.Sc(Hons),47473,25
Charlie,II M.Tech,41058,26
Bob,I M.Tech,20612,23
Bob,I M.Sc(M),96605,23
Bob,I M.Sc(M),70882,24
Eva,II M.Tech,30385,22
Charlie,II M.Tech,88704,21
David,II M.Tech,49534,20
Alice,I M.Sc(M),63582,29
Charlie,I M.Tech,4813,22
David,I M.Sc(M),34968,30
Eva,I M.Tech,57934,20
Alice,I M.Tech,47107,22
David,II M.Sc(M),72629,24
Alice,II M.Tech,49698,25
Alice,II M.Tech,81430,21
Bob,II M.Sc(M),14666,30
Bob,I M.Sc(M),80302,23
Bob,B.Sc(Hons),41593,29
Alice,II M.Tech,34879,21
Alice,II M.Sc(M),15485,24
Alice,II M.Tech,93203,21
Bob,II M.Tech,16921,30
Eva,I M.Tech,60722,29
Bob,II M.Sc(M),72108,30
Eva,I M.Tech,43969,20
Bob,I M.Sc(M),69332,27
Charlie,I M.Sc(M),99350,26
Eva,I M.Sc(M),93195,30
Bob,I M.Sc(M),69927,24
Alice,II M.Tech,71132,24
Eva,B.Sc(Hons),97677,26
Eva,II M.Sc(M),81211,22
Charlie,I M.Sc(M),82038,30
Eva,II M.Sc(M),12529,26
Eva,II M.Tech,57056,25
Charlie,I M.Tech,60546,27
Charlie,I M.Sc(M),64581,23
Bob,I M.Tech,73136,24
Charlie,II M.Tech,76829,24
Bob,II M.Sc(M),80144,28
Alice,II M.Sc(M),96518,24
Eva,I M.Sc(M),30080,21
Bob,II M.Tech,71777,25
David,II M.Sc(M),40836,21
Bob,B.Sc(Hons),18929,27
David,II M.Tech,73955,27
David,II M.Tech,29733,21
Eva,II M.Sc(M),92649,24
Charlie,B.Sc(Hons),33085,22
David,I M.Sc(M),61254,30
Alice,I M.Tech,95562,28
Bob,B.Sc(Hons),40778,27
Bob,II M.Sc(M),34331,27
David,I M.Tech,28351,26
Alice,II M.Tech,86791,25
Eva,I M.Sc(M),63566,22
Alice,II M.Sc(M),72515,22
Bob,I M.Sc(M),91668,30
Charlie,II M.Sc(M),71980,25
Eva,B.Sc(Hons),70965,27
Eva,II M.Sc(M),86163,22
Eva,B.Sc(Hons),17211,30
Charlie,I M.Sc(M),27799,23
Charlie,B.Sc(Hons),23508,27
Eva,I M.Tech,747,21
Bob,B.Sc(Hons),82229,23
David,I M.Tech,71585,29
Eva,B.Sc(Hons),31751,27
Charlie,I M.Sc(M),30653,21
Bob,II M.Tech,47202,20
Alice,I M.Sc(M),86875,25
Alice,I M.Sc(M),71956,27
Bob,I M.Tech,87325,27
Alice,II M.Sc(M),6798,23
Eva,B.Sc(Hons),92566,29
Bob,I M.Tech,33769,28
Alice,II M.Sc(M),5582,21
Bob,II M.Tech,77757,22
Eva,B.Sc(Hons),54660,27
Eva,II M.Sc(M),58335,21
Alice,B.Sc(Hons),72249,20
Charlie,I M.Tech,90766,25
Bob,B.Sc(Hons),44227,22
Eva,II M.Sc(M),93923,23
Alice,I M.Sc(M),48306,25
Eva,II M.Sc(M),83153,28
Eva,II M.Tech,31925,26
Eva,I M.Sc(M),94956,20
Eva,I M.Sc(M),8632,23
Bob,I M.Tech,97795,22
Bob,I M.Tech,85206,22
David,I M.Sc(M),18019,22
Charlie,II M.Sc(M),93636,23
Bob,I M.Sc(M),25184,20
Alice,II M.Tech,46417,23
Alice,B.Sc(Hons),23306,21
Charlie,I M.Tech,57071,24
David,I M.Tech,58451,20
Alice,I M.Sc(M),62522,29
Alice,II M.Tech,44584,26
Alice,I M.Sc(M),6151,30
David,I M.Sc(M),32226,23
Eva,II M.Tech,28996,25
Charlie,I M.Tech,36487,29
David,II M.Sc(M),94066,23
Charlie,II M.Tech,51242,27
Bob,II M.Tech,40978,22
David,II M.Tech,89497,24
David,II M.Tech,24013,24
Charlie,B.Sc(Hons),69534,30
Bob,I M.Tech,67668,27
Charlie,II M.Sc(M),64306,20
Alice,II M.Tech,26340,24
Charlie,II M.Sc(M),23035,22
Charlie,I M.Sc(M),16211,30
Charlie,I M.Tech,37507,22
Eva,I M.Sc(M),89513,27
David,II M.Tech,65506,27
David,B.Sc(Hons),17940,22
Charlie,II M.Tech,98356,29
Eva,I M.Tech,93577,24
Alice,II M.Sc(M),98728,25
Charlie,I M.Sc(M),13257,27
David,II M.Tech,13542,20
Bob,I M.Tech,79729,26
Alice,I M.Tech,42434,21
Alice,I M.Sc(M),5709,21
Alice,B.Sc(Hons),13398,28
Bob,II M.Tech,90759,28
David,II M.Tech,49535,22
Bob,I M.Sc(M),40703,30
David,II M.Tech,70510,26
David,I M.Tech,97548,24
Eva,II M.Sc(M),95828,21
David,I M.Sc(M),94389,20
Charlie,I M.Sc(M),28673,23
David,I M.Tech,93750,24
Charlie,I M.Tech,41290,22
Eva,I M.Sc(M),79459,28
David,I M.Tech,49329,24
Bob,I M.Tech,59655,30
Alice,II M.Sc(M),64515,28
David,B.Sc(Hons),86152,27
Alice,II M.Sc(M),47843,23
Eva,B.Sc(Hons),39927,27
Charlie,B.Sc(Hons),25369,27
Eva,B.Sc(Hons),18161,24
David,II M.Tech,27687,20
Alice,B.Sc(Hons),15878,22
Charlie,I M.Tech,12368,27
Charlie,II M.Tech,57510,21
David,I M.Tech,84894,20
Eva,I M.Sc(M),26864,28
Alice,II M.Sc(M),22140,29
David,I M.Tech,72303,23
Charlie,I M.Tech,17378,26
Alice,II M.Tech,78480,20
Eva,I M.Tech,70591,29
Alice,B.Sc(Hons),5812,27
Eva,II M.Sc(M),67091,20
Eva,I M.Tech,82397,23
Eva,I M.Tech,41913,24
Eva,I M.Sc(M),8441,22
Alice,B.Sc(Hons),11723,29
David,B.Sc(Hons),91623,23
Charlie,I M.Tech,60298,22
Eva,B.Sc(Hons),27116,26
Eva,II M.Sc(M),34707,28
Alice,I M.Tech,59711,22
Alice,B.Sc(Hons),40482,21
Alice,B.Sc(Hons),49926,20
Bob,II M.Sc(M),47061,23
Eva,I M.Tech,96780,26
David,I M.Sc(M),10247,28
Alice,B.Sc(Hons),33107,29
Charlie,II M.Tech,11004,30
Charlie,I M.Sc(M),60585,22
Bob,II M.Sc(M),90966,24
Alice,I M.Sc(M),16593,22
David,II M.Tech,35228,28
Alice,I M.Sc(M),33679,25
Bob,B.Sc(Hons),50499,25
Charlie,I M.Tech,31635,21
Charlie,II M.Tech,58061,20
Alice,II M.Sc(M),44550,21
David,B.Sc(Hons),56650,28
David,I M.Tech,22027,21
Bob,II M.Sc(M),13436,20
Alice,B.Sc(Hons),52754,30
Bob,I M.Tech,30560,20
David,B.Sc(Hons),87904,30
Eva,II M.Tech,69102,27
Alice,I M.Sc(M),4252,28
David,B.Sc(Hons),15457,20
Eva,II M.Tech,36289,24
David,I M.Sc(M),26492,27
Charlie,II M.Sc(M),66734,23
Eva,II M.Sc(M),27826,29
Charlie,II M.Sc(M),68042,29
Eva,II M.Tech,38352,30
Charlie,II M.Sc(M),28088,28
David,II M.Tech,19646,25
Charlie,I M.Tech,66176,21
Alice,II M.Tech,2761,25
Alice,I M.Sc(M),91489,29
Alice,I M.Tech,45059,24
Eva,B.Sc(Hons),42771,23
Alice,II M.Sc(M),20165,25
Charlie,II M.Sc(M),94051,26
Alice,I M.Sc(M),80290,25
Bob,I M.Sc(M),18957,29
Eva,I M.Sc(M),96881,25
David,II M.Tech,83541,20
Eva,I M.Sc(M),82924,27
Alice,I M.Sc(M),32649,22
Bob,B.Sc(Hons),54745,22
Eva,B.Sc(Hons),9123,21
Charlie,II M.Tech,2087,24
Charlie,II M.Sc(M),97538,28
Charlie,B.Sc(Hons),67345,21
David,II M.Sc(M),17607,20
Charlie,II M.Sc(M),98325,21
Charlie,II M.Tech,63270,27
Charlie,B.Sc(Hons),76345,29
Bob,I M.Tech,77112,21
Bob,I M.Tech,97415,29
Alice,I M.Sc(M),70138,29
Eva,I M.Tech,44386,24
Alice,II M.Tech,15724,20
Charlie,I M.Tech,95612,29
Eva,II M.Sc(M),72561,21
Alice,B.Sc(Hons),1482,23
Charlie,I M.Sc(M),40717,29
Alice,B.Sc(Hons),81893,26
Eva,I M.Tech,58335,23
Eva,I M.Tech,71243,25
Eva,I M.Tech,83281,28
Bob,II M.Sc(M),19442,22
Bob,II M.Sc(M),93982,23
Charlie,I M.Tech,30666,29
Charlie,I M.Tech,70987,30
Alice,II M.Tech,41476,26
Bob,I M.Tech,68941,26
Bob,II M.Sc(M),70119,21
Eva,I M.Sc(M),89373,20
Alice,II M.Tech,46180,30
Alice,B.Sc(Hons),34937,23
Bob,I M.Sc(M),30066,23
Charlie,II M.Tech,18871,21
Bob,B.Sc(Hons),69212,28
Eva,B.Sc(Hons),55505,20
Alice,II M.Tech,25295,25
Bob,I M.Tech,15716,24
Charlie,I M.Tech,65846,20
Alice,B.Sc(Hons),86178,22
Eva,I M.Tech,71218,27
Eva,II M.Sc(M),14386,28
David,II M.Sc(M),73618,28
Alice,I M.Tech,41681,28
Alice,B.Sc(Hons),33574,29
Bob,B.Sc(Hons),23496,30
Alice,B.Sc(Hons),36522,27
David,I M.Sc(M),72139,24
Bob,B.Sc(Hons),23647,21
David,I M.Sc(M),53560,28
Bob,II M.Sc(M),28795,24
David,B.Sc(Hons),72000,30
Eva,B.Sc(Hons),77801,28
David,II M.Sc(M),36952,25
Charlie,B.Sc(Hons),9955,21
Eva,II M.Sc(M),57774,23
David,I M.Sc(M),14824,26
Eva,II M.Sc(M),8881,30
David,I M.Sc(M),55837,22
David,I M.Tech,82963,20
Charlie,I M.Tech,77778,25
David,II M.Tech,88938,28
Charlie,I M.Sc(M),52213,27
David,B.Sc(Hons),58163,29
Eva,I M.Sc(M),16020,21
Charlie,I M.Sc(M),15384,20
Alice,B.Sc(Hons),23242,29
Eva,B.Sc(Hons),37162,27
Bob,II M.Sc(M),40602,30
Charlie,B.Sc(Hons),12269,30
Eva,I M.Tech,16199,21
David,II M.Sc(M),30112,27
David,I M.Tech,15653,24
Alice,I M.Sc(M),96555,21
Alice,I M.Sc(M),22208,29
David,II M.Sc(M),30944,23
Charlie,I M.Sc(M),60619,23
Charlie,II M.Sc(M),72310,20
Eva,I M.Tech,20949,28
Bob,II M.Tech,74436,30
Bob,II M.Tech,67180,22
David,II M.Sc(M),86336,22
Bob,I M.Tech,3002,21
Charlie,I M.Sc(M),19432,21
Bob,II M.Sc(M),35598,28
Eva,I M.Sc(M),96125,29
Alice,II M.Sc(M),33868,20
Charlie,II M.Sc(M),37482,26
Charlie,I M.Sc(M),82452,22
David,II M.Sc(M),99029,24
Bob,II M.Sc(M),40654,25
Bob,II M.Sc(M),90045,23
Eva,B.Sc(Hons),4745,25
David,I M.Tech,89528,27
Charlie,I M.Sc(M),63232,28
David,II M.Tech,55597,30
Charlie,II M.Tech,23917,21
David,I M.Tech,75305,21
Eva,I M.Sc(M),90309,25
Bob,II M.Sc(M),32050,25
Bob,I M.Sc(M),65808,24
Alice,II M.Sc(M),12351,30
Alice,I M.Sc(M),56008,24
Bob,B.Sc(Hons),13470,30
Alice,B.Sc(Hons),59837,30
David,II M.Tech,59841,29
Bob,II M.Tech,93757,23
Charlie,II M.Sc(M),7839,28
David,II M.Tech,64514,26
Charlie,I M.Tech,88271,23
Eva,II M.Sc(M),52902,21
Alice,I M.Sc(M),42456,20
Charlie,I M.Tech,34369,26
Eva,I M.Tech,13348,30
David,II M.Tech,98983,26
David,I M.Sc(M),44995,29
Bob,I M.Tech,77279,29
Alice,I M.Sc(M),21014,28
David,I M.Sc(M),31973,26
Alice,B.Sc(Hons),85249,23
Eva,II M.Tech,15611,22
Bob,I M.Sc(M),21245,22
Eva,II M.Sc(M),14904,21
Charlie,I M.Sc(M),99393,20
Bob,II M.Sc(M),62816,28
Alice,II M.Tech,16136,30
Bob,II M.Tech,5129,22
Alice,B.Sc(Hons),70604,25
Alice,I M.Sc(M),61076,29
Eva,B.Sc(Hons),62404,23
Eva,II M.Sc(M),45556,27
Bob,I M.Tech,23405,23
Charlie,II M.Tech,61641,25
Alice,I M.Tech,35617,23
Charlie,II M.Sc(M),59494,29
Charlie,I M.Tech,96021,25
Bob,I M.Sc(M),29957,22
Charlie,II M.Sc(M),77393,23
David,B.Sc(Hons),65205,28
Bob,I M.Tech,25778,26
Bob,B.Sc(Hons),96259,27
David,II M.Tech,64237,26
Alice,II M.Sc(M),49904,27
Bob,II M.Sc(M),14888,30
Eva,II M.Sc(M),23658,22
Bob,I M.Sc(M),30720,25
Eva,II M.Tech,74544,30
Alice,II M.Tech,72226,23
Alice,I M.Tech,25167,30
David,I M.Sc(M),35222,28
David,I M.Sc(M),65626,20
Charlie,I M.Tech,35382,24
Bob,I M.Tech,93264,28
David,I M.Sc(M),2385,29
Bob,II M.Tech,68358,26
David,I M.Tech,57871,23
Bob,I M.Tech,31954,22
Alice,B.Sc(Hons),49530,24
Alice,B.Sc(Hons),84290,30
Charlie,II M.Tech,83019,23
Bob,B.Sc(Hons),50867,25
Eva,II M.Tech,23462,25
Bob,II M.Tech,99373,26
David,I M.Sc(M),82998,29
Eva,I M.Tech,44551,24
David,I M.Tech,67367,24
Charlie,I M.Sc(M),18512,21
Bob,I M.Sc(M),11336,22
Bob,II M.Tech,3226,21
Alice,II M.Tech,41221,22
Alice,I M.Tech,48463,25
Bob,II M.Sc(M),56488,25
Bob,II M.Sc(M),75286,25
Bob,I M.Tech,50869,29
Charlie,B.Sc(Hons),58870,26
David,II M.Tech,65037,25
Bob,II M.Tech,89206,29
Alice,I M.Sc(M),78308,20
David,I M.Tech,17019,21
Eva,I M.Sc(M),62530,23
David,I M.Tech,80936,23
David,II M.Sc(M),43279,29
Charlie,II M.Sc(M),3682,23
David,II M.Sc(M),65435,22
Alice,I M.Tech,46234,20
Charlie,II M.Sc(M),99966,26
Charlie,I M.Tech,85346,28
Charlie,II M.Sc(M),37810,29
Eva,I M.Tech,67100,22
Bob,I M.Tech,5507,22
Bob,II M.Tech,94273,25
Bob,II M.Sc(M),69753,24
David,II M.Sc(M),93972,27
Bob,II M.Tech,22732,25
Bob,I M.Sc(M),92230,29
Alice,I M.Sc(M),85433,28
Charlie,I M.Tech,64578,20
Bob,II M.Sc(M),88663,22
Alice,I M.Sc(M),55518,25
Bob,I M.Tech,18692,20
David,I M.Sc(M),78020,21
Alice,II M.Sc(M),74465,28
David,II M.Tech,40220,30
Bob,I M.Sc(M),79498,26
David,II M.Sc(M),35782,24
David,II M.Tech,24109,26
Alice,I M.Tech,67090,28
Charlie,II M.Tech,65729,29
David,I M.Sc(M),65998,23
Eva,I M.Sc(M),64982,27
Eva,II M.Sc(M),37177,29
Alice,I M.Sc(M),31165,29
Bob,I M.Tech,78194,29
Eva,B.Sc(Hons),11141,20
Eva,B.Sc(Hons),77588,23
Bob,B.Sc(Hons),22821,27
Charlie,B.Sc(Hons),88606,29
Bob,I M.Sc(M),2632,30
Charlie,I M.Sc(M),7120,24
Eva,II M.Sc(M),25564,27
Alice,II M.Tech,8342,29
Charlie,II M.Tech,90574,20
Charlie,I M.Tech,15011,30
Alice,I M.Tech,9226,20
Eva,I M.Tech,19516,24
Bob,II M.Sc(M),82387,24
Charlie,I M.Sc(M),63314,27
Charlie,I M.Tech,58415,29
Bob,B.Sc(Hons),21805,20
Eva,II M.Tech,96314,30
Eva,I M.Sc(M),18166,28
David,II M.Sc(M),80056,23
Charlie,I M.Tech,79988,22
Charlie,B.Sc(Hons),44414,26
Charlie,I M.Tech,61633,29
Charlie,II M.Sc(M),83253,27
Bob,I M.Sc(M),87240,23
David,B.Sc(Hons),18182,26
Charlie,I M.Sc(M),24841,28
Bob,II M.Sc(M),79329,24
Bob,II M.Tech,9191,30
David,B.Sc(Hons),94668,23
Eva,B.Sc(Hons),15185,25
Eva,I M.Sc(M),61374,25
Bob,II M.Sc(M),76279,29
Alice,I M.Sc(M),12207,26
Eva,II M.Sc(M),61570,28
Eva,II M.Tech,16984,29
Bob,I M.Sc(M),76815,22
Eva,I M.Sc(M),58357,22
Eva,I M.Tech,73227,22
David,II M.Tech,2575,30
Charlie,B.Sc(Hons),83604,29
Alice,B.Sc(Hons),1425,30
Charlie,I M.Tech,50585,27
Charlie,B.Sc(Hons),35230,30
Charlie,II M.Tech,26108,30
Eva,II M.Sc(M),58936,20
Charlie,B.Sc(Hons),87308,25
Eva,II M.Sc(M),28141,30
Alice,I M.Sc(M),99661,30
Eva,I M.Sc(M),50596,24
Charlie,B.Sc(Hons),23369,23
Bob,II M.Sc(M),53941,24
David,I M.Tech,25453,22
David,I M.Sc(M),19347,28
Eva,I M.Tech,63567,28
Bob,II M.Tech,36995,23
Bob,II M.Sc(M),94473,21
Alice,II M.Tech,13291,26
David,B.Sc(Hons),63120,28
Bob,I M.Sc(M),91565,25
Eva,II M.Tech,63793,24
David,II M.Sc(M),98370,24
Alice,II M.Sc(M),39090,24
Charlie,I M.Tech,2756,29
Charlie,B.Sc(Hons),57419,22
David,B.Sc(Hons),3681,23
David,I M.Tech,96644,25
Charlie,II M.Sc(M),77098,28
Alice,I M.Tech,74740,25
Bob,II M.Tech,19468,20
Charlie,B.Sc(Hons),4087,20
Charlie,I M.Sc(M),27198,23
Bob,I M.Tech,60763,30
Eva,II M.Tech,73882,30
David,II M.Sc(M),21676,25
David,B.Sc(Hons),83309,28
Charlie,I M.Tech,28844,30
Eva,II M.Sc(M),28245,21
Charlie,II M.Sc(M),63251,24
David,II M.Tech,65444,23
David,I M.Tech,63759,23
Eva,I M.Tech,77638,25
Charlie,B.Sc(Hons),93847,22
Charlie,B.Sc(Hons),30453,24
Bob,II M.Tech,9914,21
Bob,II M.Sc(M),36985,27
Alice,I M.Sc(M),35200,28
Charlie,B.Sc(Hons),36446,26
Bob,I M.Tech,17954,23
Charlie,I M.Tech,61885,21
Charlie,B.Sc(Hons),85161,23
David,II M.Tech,32626,20
Eva,II M.Sc(M),72911,25
Eva,I M.Sc(M),42601,25
Charlie,B.Sc(Hons),19690,21
Bob,II M.Tech,78665,26
Charlie,I M.Sc(M),65086,27
Eva,I M.Tech,3687,22
Charlie,B.Sc(Hons),88413,20
Eva,B.Sc(Hons),88800,27
Alice,I M.Tech,30405,29
David,B.Sc(Hons),12798,30
Bob,I M.Sc(M),73458,28
Eva,II M.Sc(M),98153,29
Alice,II M.Tech,30120,27
Bob,B.Sc(Hons),62150,23
Charlie,I M.Tech,10080,23
Charlie,B.Sc(Hons),53981,26
Alice,II M.Sc(M),93606,29
David,I M.Sc(M),19995,25
Charlie,II M.Sc(M),68925,22
Bob,I M.Tech,35297,27
David,B.Sc(Hons),26294,23
Eva,I M.Tech,23874,22
Bob,II M.Tech,11535,29
Bob,B.Sc(Hons),69701,25
David,II M.Tech,26880,23
Alice,II M.Tech,68064,25
Alice,II M.Tech,53827,29
Bob,II M.Tech,4162,25
Bob,II M.Tech,62749,29
Alice,I M.Sc(M),93956,29
Alice,I M.Sc(M),88297,21
Bob,I M.Tech,66422,22
Alice,II M.Sc(M),54177,22
David,I M.Sc(M),16844,30
Charlie,II M.Sc(M),22281,27
Alice,II M.Tech,64357,25
Bob,II M.Sc(M),18765,20
Bob,II M.Tech,23057,24
Charlie,I M.Tech,51295,23
David,II M.Tech,7329,25
Charlie,I M.Sc(M),20850,23
Charlie,B.Sc(Hons),42765,22
Alice,I M.Tech,84268,29
Eva,II M.Sc(M),29609,21
Charlie,I M.Sc(M),41529,25
Alice,I M.Sc(M),59283,23
Eva,I M.Sc(M),44429,25
Alice,II M.Tech,1073,23
Alice,I M.Tech,63849,21
Alice,II M.Sc(M),55521,24
Bob,B.Sc(Hons),56451,30
Charlie,B.Sc(Hons),11885,29
David,I M.Sc(M),318,24
Bob,B.Sc(Hons),388,28
Alice,B.Sc(Hons),58269,23
Alice,B.Sc(Hons),89662,21
Charlie,B.Sc(Hons),87457,29
David,I M.Sc(M),15882,24
Bob,II M.Tech,48901,22
Eva,I M.Tech,20215,22
Charlie,II M.Tech,63406,25
Bob,I M.Tech,1354,28
Bob,II M.Tech,51354,28
Charlie,B.Sc(Hons),31902,28
David,II M.Sc(M),49958,27
David,B.Sc(Hons),35240,23
Alice,B.Sc(Hons),1746,26
Eva,II M.Sc(M),3739,23
David,II M.Tech,83398,21
Alice,I M.Sc(M),35706,30
Charlie,I M.Sc(M),37403,29
Charlie,I M.Tech,14477,23
Alice,II M.Tech,13840,29
Charlie,I M.Sc(M),54777,24
Eva,B.Sc(Hons),9999,23
David,B.Sc(Hons),7904,22
Eva,B.Sc(Hons),53156,30
David,I M.Tech,56223,25
Bob,B.Sc(Hons),51436,24
Bob,II M.Tech,88203,23
Bob,II M.Sc(M),15117,22
Eva,II M.Sc(M),40318,23
Bob,I M.Tech,13420,30
David,I M.Sc(M),10498,21
Charlie,B.Sc(Hons),70864,28
David,I M.Sc(M),57583,24
